link,Český video titulek,video na titulní stránce?,English Video Title ,popisek k videu,english video description,SLUG cesky,SLUG english,ROK,kategorie1,kategorie2,priorita kategorie 2  (1 - TOP Priority),,země natáčení,České Štítky (CZ verze),English Tags (EN version)
https://vimeo.com/572090245?fl=pl&fe=sh,Hoppy Go - Auta od lidí. Pro lidi,,HoppyGo - Carsharing by the People,"Na televizní reklamě pro HoppyGo jsem se podílel jako asistent kamery a operátor dronu. Moje práce spočívala v plynulém sledování aut v pohybu, abych spotu dodal ten správný pocit svobody a moderní mobility. Profesionálním štábům dodávám precizní letecké záběry, které zapadají do celkového vizuálního vyprávění a splňují nejvyšší nároky na kvalitu pro TV vysílání.","Working on the HoppyGo TV commercial as a camera assistant and drone operator, my task was to fluidly track moving vehicles to evoke a sense of freedom and modern mobility. I provide professional crews with precise aerial shots that integrate seamlessly into the visual narrative, meeting the highest quality standards for national television broadcasting.",hoppygo-auta-od-lidi,hoppygo-cars-from-people,2021,Drone Cinematography,Commercial & Promo,10,HOPPY GO,Česká republika,"Sdílená ekonomika, Mobilita, Technologie, Lifestyle","Carsharing, Mobility, Technology, Lifestyle"
https://vimeo.com/1090497312?fl=pl&fe=sh,Dopravní podnik Dopravní podnik Mladá Boleslav x BK MB,,DP Mladá Boleslav X BK Mladá Boleslav (Ice Hockey),"V tomto regionálním projektu jsem propojil svět hokeje s městskou dopravou. Jako operátor dronu jsem se soustředil na monumentálnost hokejové arény a dynamiku města z ptačí perspektivy. Pomáhám městským organizacím a sportovním klubům budovat jejich identitu skrze vizuály, které propojují komunitu s místem, kde žijí a kterému fandí.","In this regional project, I bridged the worlds of ice hockey and city transit. As a drone operator, I focused on the monumental scale of the hockey arena and the city’s dynamics from above. I help municipal organizations and sports clubs build their identity through visuals that connect the community with the places where they live and cheer.",dp-mlada-boleslav-bk-mb,dp-mlada-boleslav-bk-mb,2025,Drone Cinematography,Commercial & Promo,11,Dopravni Podnik Mladá Boleslav,Česká republika,"Veřejná doprava, Sport, Komunita, Region","Public Transport, Sport, Community, Region"
https://vimeo.com/938617351?fl=pl&fe=s,Subterra: Plavec Filip Jícha,ano,Subterra: Endurance Swimmer Filip Jícha,"Dokumentární portrét vytrvalostního plavce Filipa Jíchy pro mě byl o hledání klidu v nekonečném vodním živlu. Pomocí dronu jsem chtěl ukázat tu izolaci i vnitřní sílu plavce v otevřené vodě, což dává jeho příběhu o překonávání limitů nový rozměr. Dokumentům dodávám vizuální nadhled, který není jen na efekt, ale hlouběji vypráví o emocích a odhodlání hlavních hrdinů.","Filming this documentary portrait of endurance swimmer Filip Jícha was about finding serenity within the vastness of the water. Using a drone, I wanted to showcase both the isolation and the inner strength of an open-water swimmer, adding a new dimension to his story of pushing limits. I provide documentaries with an aerial perspective that goes beyond aesthetics to truly tell the story of the protagonist's determination.",subterra-plavec-filip-jicha,subterra-swimmer-filip-jicha,2024,Drone Cinematography,Documentary,16,SUBTERRA,Česká republika,"Sportovní dokument, Plavání, Vytrvalost, Příroda","Sport Documentary, Swimming, Endurance, Nature"
https://vimeo.com/759443514?share=copy&fl=cl&fe=ci,Martin Šonka Sky Bridge Dolní Morava,ano,Martin Šonka Sky Bridge 721 (Red Bull),"Natáčení pro Red Bull na Sky Bridge 721 byla jedna z největších výzev mé kariéry. Musel jsem s dronem v extrémní koordinaci zachytit historický okamžik, kdy Martin Šonka podletěl nejdelší visutý most světa. U projektů takového rozsahu nabízím maximální technickou přesnost a schopnost pracovat pod tlakem ve velkém mezinárodním štábu, kde není prostor pro chybu.","Filming for Red Bull at Sky Bridge 721 was one of the greatest challenges of my career. I had to coordinate perfectly to capture the historic moment when Martin Šonka flew his plane under the world’s longest suspension bridge. For projects of this scale, I offer maximum technical precision and the ability to perform under pressure within a large international crew where there is no room for error.",martin-sonka-sky-bridge-721,martin-sonka-sky-bridge-721,2022,Drone Cinematography,Commercial & Promo,4,RED BULL,Česká republika,"Extrémní sport, Red Bull, Letectví, Rekord","Extreme Sport, Red Bull, Aviation, Record"
https://vimeo.com/849232735?share=copy&fl=cl&fe=ci,ŠKODA - Tour de France,ano,ŠKODA - 20 Years of Tour de France,"Pro jubilejní 20. výročí partnerství Škoda Auto a Tour de France jsem zajišťoval letecké záběry pod vedením režiséra Martina Smékala. I v českých lokacích jsme vytvořili spot s mezinárodním filmovým standardem, který oslavuje dynamiku cyklistiky. Velkým reklamním produkcím dodávám profesionální dronové záběry, které podtrhnou prestiž značky a dají projektu globální měřítko.","For the 20th anniversary of the partnership between Škoda Auto and the Tour de France, I provided aerial cinematography under the direction of Martin Smékal. Even while filming in Czech locations, we achieved an international cinematic standard that celebrates the dynamics of cycling. I supply major ad productions with professional drone shots that emphasize brand prestige and provide a global scale.",skoda-tour-de-france-20,skoda-tour-de-france-20,2023,Drone Cinematography,Commercial & Promo,1,ŠKODA,Česká republika,"Sport, Cyklistika, Automotive, Partnerství","Sport, Cycling, Automotive, Partnership"
https://vimeo.com/801241509?share=copy,VEOLIA - Energie budoucnosti,ano,VEOLIA - Energy of the Future,"Natáčení v úzkých a členitých prostorech teplárny pro Veolii vyžadovalo zkušenosti s náročnou indoor pilotáží. S dronem jsem nahlédl do míst, kam se běžná kamera nedostane, abych vizualizoval vizi moderní energetiky. Průmyslovým firmám pomáhám vytvořit prestižní vizuální obsah i v technicky nejnáročnějších prostředích, kde je preciznost a stabilita obrazu naprostou prioritou.","Filming in the tight, complex interiors of a Veolia heating plant required extensive experience in challenging indoor drone piloting. I navigated spaces unreachable by traditional cameras to visualize the future of energy. I help industrial companies create prestigious visual content even in the most technically demanding environments where precision and image stability are top priorities.",veolia-energie-budoucnosti,veolia-energy-future,2023,Drone Cinematography,Commercial & Promo,5,VEOLIA,Česká republika,"Energetika, Technologie, Inovace, Životní prostředí","Energy Industry, Technology, Innovation, Environment"
https://vimeo.com/449205998?fl=pl&fe=sh,BETWEEN FJORDS,,BETWEEN FJORDS,"Pět týdnů v drsných podmínkách Islandu mě naučilo, jak doručit špičkový materiál i tam, kde technika a lidská vytrvalost naráží na své limity. V dokumentu o českých surfařích a lyžařích jsem zajišťoval zvuk a dronové záběry, které propojují surovou přírodu s příběhem o svobodě. Pomáhám tvůrcům dokumentů zachytit autenticitu v extrémních prostředích, kam se běžné štáby nedostanou.","Spending five weeks in the harsh Icelandic wilderness taught me how to deliver high-end results even when technology and human endurance are pushed to the limit. For this documentary on Czech surfers and skiers, I handled the sound and drone cinematography, bridging raw nature with a narrative of freedom. I help documentary filmmakers capture authentic moments in extreme environments where ordinary crews simply cannot reach.",island-dokument-surfovani,iceland-surf-documentary,2020,Drone Cinematography,Documentary,1,Martin Smekal,Island,"Dokument, Island, Surfování, Extrémní sporty","Documentary, Iceland, Surf, Extreme Sport"
https://www.youtube.com/embed/o_JwYt35fBE,LASVIT - FELIX STELLA,,LASVIT - FELIX STELLA,"V Číně jsme v malém tříčlenném štábu dokázali vytvořit vizuálně velkolepé dílo pro Lasvit. Kromě dronového natáčení jsem se zde ujal i role kosmonauta, což vyžadovalo smysl pro detail a schopnost adaptovat se na umělecký záměr projektu. Ukazuji, jak i s minimálním týmem dosáhnout světové úrovně produkce, která srozumitelně komunikuje luxus a inovaci značky na mezinárodním poli.","Working within a small three-person crew in China, we produced a visually stunning piece for Lasvit. Beyond drone piloting, I stepped into the role of an astronaut, which demanded an extreme eye for detail and the ability to adapt to a specific artistic vision. I demonstrate how a lean team can achieve world-class production standards, effectively communicating a brand's luxury and innovation on a global stage.",lasvit-felix-stella-cina,lasvit-felix-stella-china-project,2019,Drone Cinematography,Commercial & Promo,6,LASVIT,Čína,"Luxusní design, Čína, Umělecká instalace, B2B","Luxury Design, China, Art Installation, B2B"
https://player.vimeo.com/video/266860105,NO WAVE BACK,,NO WAVE BACK,"Pro tento filmový trailer jsem zajišťoval dronovou kameru a field recording zvuku, abychom dosáhli maximální atmosféry. Můj přístup propojuje vizuální dynamiku s akustickou hloubkou, což diváka okamžitě vtáhne do děje. Pomáhám filmovým produkcím budovat napětí a emoce skrze precizní technické zpracování, které tvoří základ každého úspěšného vizuálního vyprávění.","Providing drone cinematography and field sound recording for this trailer was all about maximizing atmospheric impact. By merging visual dynamics with acoustic depth, I aim to draw the viewer instantly into the narrative. I help film productions build tension and emotion through precise technical execution, forming the foundation for successful visual storytelling.",no-wave-back-film-upoutavka,no-wave-back-cinematic-trailer,2018,Drone Cinematography,Documentary,2,Martin Smekal,Španělsko,"Filmový trailer, Napětí, Atmosférický zvuk, Akce","Film Trailer, Mystery, Atmospheric Sound, Action"
https://www.youtube.com/embed/BQokePaVR_E,KOOPERATIVA - DRON,,KOOPERATIVA - DRONE,"V této televizní reklamě hrál můj dron hlavní roli – doslova. Přesná pilotáž a cit pro kompozici umožnily vytvořit záběry, které jsou srdcem celého spotu. Ukazuji reklamním agenturám, jak využít dron jako plnohodnotný kreativní nástroj, který dokáže nahradit složité kamerové jízdy a dodat reklamě moderní, dynamický švih, který v TV i na webu vyčnívá.","My drone took center stage in this TV commercial—literally. Precise piloting and an eye for composition allowed me to create the shots that define the entire spot. I show advertising agencies how to treat a drone as a primary creative tool, replacing complex camera dollies and giving commercials a modern, dynamic edge that stands out on any platform.",kooperativa-televizni-reklama,kooperativa-tv-commercial-spot,2019,Drone Cinematography,Commercial & Promo,12,Kooperativa,Česká republika,"TV reklama, Pojišťovnictví, Kreativní kampaň, Dron","TV Commercial, Insurance, Creative Campaign, Drone"
https://www.youtube.com/embed/TkWNnGF5upA,LASVIT - CRYSTAL DRAGONS,,LASVIT - CRYSTAL DRAGONS,"Natáčení na ostrově Saipan dokumentuje největší instalaci, jakou kdy společnost Lasvit realizovala. Jako operátor dronu jsem měl za úkol zachytit monumentálnost tohoto díla v kontextu luxusního resortu. Pomáhám architektům a designérům vizualizovat rozsah jejich práce, přičemž letecká perspektiva dodává projektům prestiž a srozumitelnost, kterou pozemní kamera nedokáže zprostředkovat.","Filming on Saipan documents the largest installation ever realized by Lasvit. As the drone operator, my task was to capture the sheer monumentality of the piece within the stunning context of a luxury resort. I help architects and designers visualize the true scale of their work, using aerial perspectives to provide the prestige and clarity that ground-level cameras often miss.",lasvit-saipan-kristalovi-draci,lasvit-saipan-crystal-dragons,2019,Drone Cinematography,Commercial & Promo,9,LASVIT,Severní Mariany,"Architektura, Design, Saipan, Luxusní resort","Architecture, Design, Saipan, Luxury Resort"
https://www.youtube.com/embed/8NOg0E6hMaU,ŠÁRECKÝ DVŮR BY CRESTYL,,ŠÁRECKÝ DVŮR BY CRESTYL,"Pro developera Crestyl jsem realizoval dronové záběry, které přehledně mapují rozvoj jejich projektů. Moje práce umožňuje investorům a klientům vidět urbanistický celek a okolí nemovitosti v širších souvislostech. Pomáhám realitním lídrům komunikovat jejich vizi moderního bydlení a budovat důvěru skrze špičkový vizuální materiál, který jasně definuje hodnotu lokality.","Producing drone footage for the developer Crestyl allowed for a clear mapping of their large-scale projects. My work enables investors and clients to grasp the entire urban vision and the surrounding context of a property. I help real estate leaders communicate their vision of modern living, building trust through high-end visuals that clearly define a location’s value.",sarecky-dvur-crestyl-reality,sarecky-dvur-luxury-real-estate,2019,Drone Cinematography,Real-estate,18,CRESTYL,Česká republika,"Reality, Urbanismus, Architektura, Developer","Real Estate, Urbanism, Architecture, Developer"
https://player.vimeo.com/video/391306835,ČESKÉ DRÁHY,,ČESKÉ DRÁHY,"V tomto televizním spotu pro České dráhy jsme s Janem Slukou „lovili“ vlaky na nejzajímavějších spotech v ČR. Dynamické sledování jedoucích strojů vyžaduje perfektní synchronizaci a technickou zdatnost. Ukazuji dopravním a logistickým firmám, jak vdechnout jejich službám pohyb a energii, čímž vytvářím moderní firemní obraz, který rezonuje s širokou veřejností i partnery.","Hunting for trains at iconic locations across the Czech Republic for this Czech Railways TV spot required perfect synchronization. Tracking moving machinery dynamically is a test of both technical skill and timing. I show transportation and logistics companies how to breathe motion and energy into their services, creating a modern corporate image that resonates with the public and business partners alike.",ceske-drahy-lovci-vlaku,czech-railways-train-spotting,2020,Drone Cinematography,Commercial & Promo,32,ČESKÉ DRÁHY,Česká republika,"Doprava, Železnice, TV spot, Logistika","Transport, Railway, TV Spot, Logistics"
https://youtu.be/rr0D3bqI2YA,ONDRAHAJEK.COM SHOWREEL 2017,,ONDRAHAJEK.COM SHOWREEL 2017,"Tento showreel je průřezem mých začátků a vývoje v oblasti dronové kinematografie. Ukazuje cestu od prvních vzletů k profesionálním produkcím. Moje dlouholeté zkušenosti s pilotáží a střihem jsou zárukou, že pro váš projekt najdu vždy tu nejlepší vizuální cestu. Pomáhám klientům odlišit se na trhu skrze záběry, které mají duši a technickou preciznost prověřenou roky praxe.","Representing a journey from my first flights to professional high-end productions, this showreel highlights my evolution in drone cinematography. Years of experience in piloting and editing guarantee that I will always find the right visual path for your specific project. I help clients differentiate themselves through footage that balances soul with technical precision proven by years of practice.",dronovy-showreel-ondrej-hajek,drone-showreel-aerial-cinematography,2017,Drone Cinematography,Commercial & Promo,34,ONDRAHAJEK.com,More countries,"Showreel, Letecké záběry, Portfolio, Střih","Showreel, Drone Cinematography, Portfolio, Editing"
https://player.vimeo.com/video/366082295,YOU NEVER KNOW,,YOU NEVER KNOW,"Pět zemí, dva kontinenty a nekonečné hodiny materiálu. V dokumentu režiséra Martina Smékala jsem měl na starosti zvuk i obraz z výšky. Procestovali jsme Brazílii, Slovinsko, Francii, Polsko a Španělsko, abychom zachytili příběhy bez hranic. Jako dronař a zvukař v jedné osobě jsem musel být maximálně mobilní v pralese i metropoli. Pomáhám tvůrcům vyprávět globální příběhy s technickou precizností, která obstojí v mezinárodní konkurenci.","Covering five countries and two continents meant managing endless hours of raw footage. In this documentary by Martin Smékal, I was responsible for both the soundscape and the aerial perspective. We journeyed through Brazil, Slovenia, France, Poland, and Spain to capture stories that know no borders. Acting as both drone operator and sound recordist required extreme mobility, from dense rainforests to modern metropolises. I help creators tell global stories with technical precision that stands up to international competition.",dokument-vyzkum-v-zahranici,you-never-know-global-research,2018,Drone Cinematography,Documentary,6,Klaudia Bulgakow,Brazílie,"Dokument, Věda, Mezinárodní produkce, Příběh","Documentary, Science, Global Production, Story"
https://www.youtube.com/embed/q042gSdtJoU,KARLŠTEJN,,KARLŠTEJN,"Tohle je ten moment, na který jako kameraman čekáte celou kariéru. Podařilo se nám zachytit Karlštejn v neuvěřitelných světelných podmínkách – vznášeli jsme se s dronem nad rozplývající se ranní mlhou, kterou prořezávalo první slunce. Výsledkem je snová atmosféra, která ukazuje českou krajinu v její nejčistší kráse. Pomáhám značkám zachytit prchavé okamžiky, které díky správnému načasování vytvoří nezapomenutelný vizuální zážitek.","Capturing Karlštejn Castle in these conditions is the kind of moment you wait for your entire career. We soared above dissipating morning fog as the first rays of sun pierced through the mist. The result is a dreamlike, almost fairytale atmosphere showcasing the Czech landscape in its purest beauty. I help brands capture those fleeting moments where perfect timing and expertise combine to create an unforgettable visual experience.",karlstejn-dron-ranni-mlha,karlstejn-castle-aerial-fog,2018,Drone Cinematography,Commercial & Promo,35,KARLŠTEJN,Česká republika,"Historie, Krajina, Karlštejn, Atmosféra","History, Landscape, Karlštejn, Atmosphere"
https://www.youtube.com/embed/0VnF_idMyRw,LASVIT - SWOOP,,LASVIT - SWOOP,"Dubaj je městem vizionářů a obřích měřítek, a přesně to jsme chtěli pro Lasvit zachytit. V tomto projektu jsem propojil dynamiku dronu s detailem pozemní kamery, abych ukázal, jak se jejich křišťálové instalace stávají srdcem moderní architektury. Ukazuji luxusním značkám, jak skrze filmové vyprávění prodat jejich technologický náskok a estetickou hodnotu na mezinárodním trhu.","Dubai is a city of visionaries and grand scales, providing the perfect backdrop for Lasvit’s crystal installations. I merged drone dynamics with ground-level detail to show how these pieces become the heart of modern architecture. I show luxury brands how to communicate their technological edge and aesthetic value through cinematic storytelling, bringing products to life within the context of world-class metropolises.",lasvit-swoop-dubaj-interier,lasvit-swoop-dubai-interior-design,2019,Drone Cinematography,Commercial & Promo,30,LASVIT,Spojené Arabské Emiráty,"Dubaj, Interiérový design, Luxus, Architektura","Dubai, Interior Design, Luxury, Architecture"
https://www.youtube.com/watch?v=Oi4jhndFNVA,ČESKÉ DRÁHY – VLAKEM NA VÝLET,,ČESKÉ DRÁHY – A TRIP BY TRAIN,"V této televizní reklamě pro České dráhy s Ivanem Trojanem jsem měl tu čest dodat tu nejdůležitější „tečku“ – závěrečný dronový záběr, který celému spotu dává ten správný nadhled a pocit svobody na kolejích. Ukazuji velkým reklamním produkcím, jak i jediný, technicky bezchybný letecký záběr dokáže korunovat celé dílo a zanechat v divákovi silný finální dojem. Pomáhám národním dopravcům a globálním značkám propojit jejich tradici s moderní filmovou dynamikou, která diváka doslova vynese nad krajinu.","Televised advertising for Czech Railways featuring Ivan Trojan required a definitive final touch—the closing drone sequence that provides the entire spot with a grand perspective and a sense of freedom. I demonstrate to high-end commercial productions how a single, technically flawless aerial shot can crown a project and leave a powerful lasting impression. I help national carriers and leading brands bridge heritage with modern cinematic energy, literally lifting the viewer above the landscape to reveal the joy of travel from its most breathtaking perspective.",ceske-drahy-vylet-vlakem,czech-railways-family-travel,2020,Drone Cinematography,Commercial & Promo,31,ČESKÉ DRÁHY,Česká republika,"Cestování, Železnice, Rodinný výlet, Promo","Travel, Railway, Family Trip, Promo"
https://www.youtube.com/embed/m0sHSpN53Hc,CIHELNY GOLF & WELLNESS RESORT,,CIHELNY GOLF & WELLNESS RESORT,"Vytvořit ucelenou vizuální tvář pro celou hotelovou síť Axxos byla výzva, kterou jsme si v naší produkci maximálně užili. Nejde jen o hezké pokoje, ale o ten pocit, který host zažije při vstupu do lobby. Převzal jsem kompletní produkci od kreativního konceptu po finální střih. Pomáhám v hospitality sektoru budovat značky, ke kterým se lidé rádi vracejí, protože jejich atmosféru pocítí už u prvního kliknutí na video.","Creating a cohesive visual identity for the entire Axxos hotel network was a challenge our team fully embraced. It’s about more than just nice rooms; it’s about the feeling a guest gets the moment they walk into the lobby. I handled the entire production from the initial creative concept to the final edit. I help the hospitality sector build brands that resonate with guests, letting them feel the atmosphere from the very first click.",golfovy-resort-cihelny-wellness,cihelny-golf-and-wellness-resort,2019,Video Production,Real-estate,19,Axxos hotels,Česká republika,"Pohostinství, Golf, Wellness, Luxusní ubytování","Hospitality, Golf, Wellness, Luxury Stay"
https://youtu.be/Nk42xPnVSL0?si=a-LH2b8XE0Vmuquc,PENZION JURÁŠEK,,PENZION JURÁŠEK,"Od prvotního nápadu na papíře až po precizní color grading, který videu dodá ten správný filmový „look“. Tento projekt je výsledkem mé kompletní produkce, kde jsem měl pod kontrolou každý pixel a každý střih. Ukazuji firmám, jak efektivně komunikovat jejich vizi bez nutnosti koordinovat deset různých dodavatelů. Moje práce je o synergii mezi technickou dokonalostí a uměleckým záměrem.","Handling everything from the initial sketch to the final color grade ensures a consistent cinematic ""look."" This project represents my full-service production approach, where I oversee every pixel and every cut. I show companies how to effectively communicate their vision without the hassle of coordinating multiple vendors. My work focuses on the synergy between technical excellence and artistic intent to deliver a powerful brand story.",penzion-jurasek-beskydy-ubytovani,penzion-jurasek-beskydy-nature-resort,2018,Drone Cinematography,Real-estate,20,Penzion Jurášek,Česká republika,"Turismus, Beskydy, Architektura, Relaxace","Tourism, Beskydy, Architecture, Relaxation"
https://www.youtube.com/embed/MRyK_-7CMpw,RETRO RIVERSIDE WELLNESS RESORT,,RETRO RIVERSIDE WELLNESS RESORT,"Další střípek do mozaiky pro síť Axxos, kde jsme se zaměřili na to, jak propojit moderní design s komfortem. V mé produkci kladu důraz na to, aby video nebylo jen statickým záznamem, ale živým příběhem, který dýchá. Pomáhám majitelům nemovitostí a hotelovým manažerům ukázat jejich prostory v tom nejlepším světle – a to doslova. Využívám nejmodernější techniku k vytvoření vizuálního standardu, který odpovídá prémiové kvalitě služeb.","Adding another piece to the Axxos network puzzle, we focused on merging modern design with guest comfort. I believe that video shouldn't just be a static record, but a living, breathing story. I help property owners and hotel managers showcase their spaces in the best possible light—literally. By using state-of-the-art equipment, I create a visual standard that matches the premium quality of their services.",wellness-resort-retro-riverside,retro-riverside-luxury-spa-hotel,2019,Video Production,Real-estate,21,Axxos hotels,Česká republika,"Wellness, Karlovy Vary, Pohostinství, Lázně","Wellness, Karlovy Vary, Hospitality, Spa"
https://www.youtube.com/embed/ANtwPEA6bus,DELIVERANCE : THE MAKING OF KINGDOM COME,,DELIVERANCE : THE MAKING OF KINGDOM COME,"Měl jsem tu čest přispět svými záběry do dokumentu o fenomenální videohře Kingdom Come: Deliverance. Bylo fascinující sledovat, jak se historická věrnost potkává s moderní technologií. Ukazuji kreativním a herním studiím, jak dokumentovat jejich náročný proces tvorby tak, aby výsledek nadchl fanoušky i odbornou veřejnost. Pomáhám vyprávět příběhy o úspěchu, který se zrodil z vášně a nekompromisního přístupu k detailu.","Contributing footage to the documentary about the phenomenal game Kingdom Come: Deliverance was a highlight. Seeing historical accuracy meet modern technology was fascinating, and my task was to bring that energy to the screen. I show creative and gaming studios how to document their complex development process in a way that excites both fans and professionals, telling stories of success born from passion and detail.",vnitro-vyvoj-hry-kingdom-come,making-of-kingdom-come-game-dev,2018,Drone Cinematography,Documentary,18,Warhorse Studios,Česká republika,"Hry, Dokument, Vývoj her, Technologie","Gaming, Documentary, Game Dev, Technology"
https://player.vimeo.com/video/209420136,JAMESON & TRAUTENBERK,,JAMESON & TRAUTENBERK,"Když se spojí drsná irská krajina s hrdostí našich Krkonoš, vznikne příběh o řemesle, které nezná hranic. Pro projekt propojující pivo Trautenberk a whiskey Jameson jsem zachytil cestu, která oslavuje tradici i odvahu. Moje práce v terénu – od větrných útesů po horské boudy – dodává tomuto spojení autentický vizuální rozměr. Pomáhám značkám komunikovat jejich hodnoty skrze příběhy o původu, které získávají filmovou váhu.","Bridging the rugged Irish landscape with the pride of the Krkonoše Mountains resulted in a story of craft without borders. For this collaboration between Trautenberk beer and Jameson whiskey, I captured a journey celebrating tradition and courage. My fieldwork—from wind-swept cliffs to mountain huts—provides an authentic and deep visual dimension. I help brands communicate their values through origin stories that gain cinematic weight.",jameson-trautenberk-pribeh-remesla,jameson-trautenberk-craft-story,2016,Drone Cinematography,Commercial & Promo,33,Pivovar Trautenberk,Irsko,"Řemeslo, Tradice, Krkonoše, Branding","Craft, Tradition, Krkonoše, Branding"
https://www.youtube.com/embed/-9s_vplz5_I,KUTNÁ HORA,,KUTNÁ HORA,"Historický milník v interiérové pilotáži – jako první dronař v historii jsem získal povolení vzlétnout v majestátním chrámu svaté Barbory v Kutné Hoře. Pro partnera Virtual Visit jsem zachytil gotickou architekturu z úhlů, které lidské oko nikdy předtím nevidělo. Moje práce kombinuje extrémní preciznost v uzavřeném prostoru s hlubokou úctou k památkám, čímž vytvářím vizuální zážitek, který přitahuje pozornost celého světa.","Gothic architecture meets modern technology in this historic interior flight. As the first drone pilot granted permission to fly within St. Barbara's Cathedral in Kutná Hora, I captured angles of this UNESCO site never before seen by the human eye. My approach combines extreme indoor piloting precision with a deep respect for heritage, delivering a breathtaking visual experience designed to capture global attention for historical institutions.",chram-svate-barbory-nataceni-dronem,st-barbara-cathedral-interior-flight,2019,Drone Cinematography,Real-estate,22,Kutná Hora,Česká republika,"UNESCO, Památky, Letecké záběry, Historie","UNESCO, Heritage, Interior Drone, History"
https://www.youtube.com/embed/IhX_sTl_lkQ,NEXT CLINICS,,NEXT CLINICS,"Produkce pro síť NextClinics mě zavedla do Itálie, Švýcarska a Německa, kde jsem působil jako asistent kamery a operátor dronu. V citlivém prostředí reprodukčních klinik je klíčová diskrétnost a špičková estetika. Pomáhám mezinárodním lídrům v medicíně komunikovat jejich technologický pokrok a lidský přístup skrze čistý, profesionální vizuál, který propojuje špičkovou vědu s emocemi.","International medical production across Italy, Switzerland, and Germany for NextClinics required a delicate balance of technical skill and total discretion. Serving as assistant camera and drone operator within reproductive clinics, I focused on high-end aesthetics to mirror their professional standards. I help global healthcare leaders communicate complex science through a human-centric lens, bridging advanced technology with the profound emotions of starting a new life.",next-clinics-medicina-evropa,next-clinics-international-healthcare,2018,Drone Cinematography,Commercial & Promo,36,Next Clinics,Itálie,"Zdravotnictví, Mezinárodní produkce, Věda, B2B","Healthcare, Global Production, Science, B2B"
https://www.youtube.com/embed/it5dZdWB6XA,LASVIT - THE SOUNDWAVE,,LASVIT - THE SOUNDWAVE,"Monumentální skleněná plastika v dubajské lobby ožívá skrze pohyb mého dronu a kamery. V tomto projektu pro Lasvit bylo mým úkolem vdechnout statickému uměleckému dílu dynamiku a propojit luxusní design s měřítkem dubajské architektury. Pomáhám designérům odvyprávět příběh jejich děl tak, aby vynikla každá odrazka světla i precizní řemeslo, které definuje standardy v segmentu high-end interiéru.","Luxury design and Dubai’s grand scale converge in this visual study of a monumental Lasvit glass sculpture. As both drone and camera operator, I breathed motion into this static masterpiece, highlighting every reflection and intricate detail of the craft. I help world-class architects and designers tell their brand story, creating high-end visual content that defines prestige in the global interior design market.",lasvit-the-soundwave-dubaj-instalace,lasvit-soundwave-dubai-art-installation,2020,Drone Cinematography,Commercial & Promo,29,LASVIT,Spojené Arabské Emiráty,"Design, Dubaj, Umělecká instalace, Luxus","Design, Dubai, Art Installation, Luxury"
https://www.youtube.com/embed/XYRPYGKT2lQ,PETR KOPFSTEIN FOR LEXUS,,PETR KOPFSTEIN FOR LEXUS,"Když se potká preciznost značky Lexus a adrenalin Red Bull pilota, není prostor pro chybu. Jako operátor dronu jsem musel vteřinu po vteřině koordinovat pohyby s letadlem i vozem ve vysoké rychlosti. Tento projekt prověřil moji schopnost dodat dokonalé záběry i při náročné logistice. Pomáhám automotive značkám zachytit dravost a sílu jejich strojů z perspektiv, které diváka vtáhnou přímo do centra akce.","High-speed coordination between a Lexus and a Red Bull pilot demands absolute precision. As a drone operator, I tracked every split-second movement of both the aircraft and the vehicle, delivering flawless footage under intense logistical pressure. I help automotive brands capture the raw power and dynamics of their machines from perspectives that put the viewer right in the driver’s seat.",lexus-red-bull-petr-kopfstein-akce,lexus-red-bull-kopfstein-partnership,2017,Drone Cinematography,Commercial & Promo,37,LEXUS,Česká republika,"Automotive, Akční sport, Red Bull, Adrenalin","Automotive, Action Sport, Red Bull, Adrenaline"
https://player.vimeo.com/video/288052234,UBER EATS,,UBER EATS,"Kompletní video produkce pro globálního giganta Uber Eats – od kreativního briefu až po finální postprodukci. Vytvořili jsme dynamický obsah, který rezonuje s moderním městským životním stylem a energií. Ukazuji světovým značkám, jak skrze svěží vizuál posílit brand na lokálním trhu. Moje práce je o rychlosti a vizuální přitažlivosti, která z obyčejné objednávky jídla dělá zapamatovatelný zážitek.","Full-service production for Uber Eats involved everything from the initial creative brief to final post-production. We crafted dynamic content tailored to the modern urban lifestyle, focusing on speed and visual appeal. I demonstrate to global services how fresh, energetic storytelling can strengthen brand presence in local markets, turning everyday interactions into memorable visual experiences.",uber-eats-reklama-produkce,uber-eats-commercial-production,2018,Video Production,Commercial & Promo,38,UBER EATS,Česká republika,"Video produkce, Gastro, Moderní město","Full-service Production, Food, Urban Lifestyle"
